identifier_original	identifier_novel	name_original	name_novel	custom	metanetx	gene	enzyme
RCC3B74B8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RCC67ACEB	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RCC682317	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
RCC9C35D6	null	albumin Protein assembly	albumin Protein assembly	FALSE			
RCCA40B72	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RCCBA2A34	null	transport of Glycylphenylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	transport of Glycylphenylalanine by the apical PEPT1 amino acid transporters across the brush border cells of the enterocytes of the intestine and renal cells	FALSE			
RCCD48C27	null	beta-carotene transport via diffusion	beta-carotene transport via diffusion	FALSE			
RCD12626A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RCD2E26E9	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RCD4A5D4B	null	Protein degradation	Protein degradation	FALSE			
RCD9F6516	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
RCDA2E437	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RCDD12FF2	null	sulfonated testosterone transport	sulfonated testosterone transport	FALSE			
RCDD1FFC1	null	exchange reaction for ubiquinone	exchange reaction for ubiquinone	FALSE			
RCDD4423	null	Sphingosine 1-phosphate exchange	Sphingosine 1-phosphate exchange	FALSE			
RCDFC8643	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
RCE14159B	null	DM dem2emgacpail prot hs(r)	DM dem2emgacpail prot hs(r)	FALSE			
RCE1E3CA5	null	transport of ferrous iron into blood	transport of ferrous iron into blood	FALSE			
RCE3B095F	null	Serotonin exchange	Serotonin exchange	FALSE			
RCE3F7FDC	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RCE46F49C	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RCE7712CF	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
RCEAC5755	null	Vesicular transport	Vesicular transport	FALSE			
RCEAC7890	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RCEB01F4E	null	5'-nucleotidase (UMP), extracellular	5'-nucleotidase (UMP), extracellular	FALSE			
RCEB5D7B6	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RCF2BD816	null	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan exchange	chondroitin sulfate B / dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan exchange	FALSE			
RCF3C6AD5	null	Transport of 3-(4-hydroxyphenyl)pyruvate	Transport of 3-(4-hydroxyphenyl)pyruvate	FALSE			
RCF415FB4	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RCF81C05E	null	transport of 3-hydroxy-isovaleryl carnitine into extra cellular space	transport of 3-hydroxy-isovaleryl carnitine into extra cellular space	FALSE			
RCF866E57	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
RCFB57537	null	chloride transport via oxalate countertransport (2:1)	chloride transport via oxalate countertransport (2:1)	FALSE			
RCFBF4378	null	T4 transport via facilitated diffusion	T4 transport via facilitated diffusion	FALSE			
RCFD35996	null	lithocholate exchange	lithocholate exchange	FALSE			
RCFE6703B	null	5'-nucleotidase (AMP), extracellular	5'-nucleotidase (AMP), extracellular	FALSE			
RD032F52F	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
RD0413781	null	hydrogen peroxide transport via diffusion	hydrogen peroxide transport via diffusion	FALSE			
RD0695811	null	ribitol transport via passive diffusion	ribitol transport via passive diffusion	FALSE			
RD071C608	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RD099B3ED	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD0C88E1C	null	exchange reaction for sebacoyl carnitine	exchange reaction for sebacoyl carnitine	FALSE			
RD0DD6192	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RD0EAD015	null	peptide (lysine) nuclear transport via diffusion	peptide (lysine) nuclear transport via diffusion	FALSE			
RD0F67F35	null	Fe(III) reduction (ascorbate)	Fe(III) reduction (ascorbate)	FALSE			
RD10E6DDE	null			FALSE			
RD11113A5	null	thbpt_c	thbpt_c	FALSE			
RD124C7F2	null	Hypoxanthine transport	Hypoxanthine transport	FALSE			
RD1405F15	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
RD16D396	null	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	ATP-binding Cassette (ABC) TCDB:3.A.1.211.1	FALSE			
RD170724C	null	exchange reaction for octenoyl carnitine	exchange reaction for octenoyl carnitine	FALSE			
RD17A5934	null	prostaglandin transport via bicarbonate countertransport	prostaglandin transport via bicarbonate countertransport	FALSE			
RD18A5E33	null	exchange reaction for 3-hydroxydecanoyl carnitine	exchange reaction for 3-hydroxydecanoyl carnitine	FALSE			
RD1A47E38	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RD1C50A22	null	dehydroascorbate transport (uniport)	dehydroascorbate transport (uniport)	FALSE			
RD1CF7B39	null	Gamma-glutamyl hydrolase (7DHF), extracellular	Gamma-glutamyl hydrolase (7DHF), extracellular	FALSE			
RD2773C2D	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD2997662	null	Gamma-glutamyl hydrolase (7THF), extracellular	Gamma-glutamyl hydrolase (7THF), extracellular	FALSE			
RD31806C3	null	transport of succinyl carnitine into the extra cellular space	transport of succinyl carnitine into the extra cellular space	FALSE			
RD3202797	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RD33362A0	null	sodium proton antiporter (H:NA is 1:1)	sodium proton antiporter (H:NA is 1:1)	FALSE			
RD34EA93E	null	xenobiotic transport	xenobiotic transport	FALSE			
RD3527F1A	null	DM T antigen(g)	DM T antigen(g)	FALSE			
RD36605E1	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
RD3836E94	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
RD3A409F8	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RD3AD34EF	null	1-alkyl 2-lysoglycerol 3-phosphocholine exchange	1-alkyl 2-lysoglycerol 3-phosphocholine exchange	FALSE			
RD3FF4F32	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RD40A57F4	null	5-Formyltetrahydrofolate exchange	5-Formyltetrahydrofolate exchange	FALSE			
RD4116F8E	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RD41C2328	null	fatty acid electroneutral transport	fatty acid electroneutral transport	FALSE			
RD43EFCD9	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RD44A8741	null	K+-Cl- cotransport	K+-Cl- cotransport	FALSE			
RD48D662	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD4963EC1	null	Protein degradation	Protein degradation	FALSE			
RD4AB77D6	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RD4DE781A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RD4FA667	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
RD5253529	null	transport of vit K into lymph	transport of vit K into lymph	FALSE			
RD536C366	null	excretion of C14:1-OH	excretion of C14:1-OH	FALSE			
RD57D8F4C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD5ACADC4	null	exchange reaction for L-asparagine	exchange reaction for L-asparagine	FALSE			
RD5B3FCD1	null	xenobiotic transport	xenobiotic transport	FALSE			
RD5B81D3C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD5BE064	null	(S)-Glycerate exchange	(S)-Glycerate exchange	FALSE			
RD5C12743	null	13-cis-retinoate demand	13-cis-retinoate demand	FALSE			
RD5FD731A	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RD603FD48	null	Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1	Glycoside-Pentoside-Hexuronide (GPH):Cation Symporter TCDB:2.A.28.1.1	FALSE			
RD606D5A1	null	Transport of L-Glutamine into the intestinal cells by ATB0 transporter	Transport of L-Glutamine into the intestinal cells by ATB0 transporter	FALSE			
RD611D989	null	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan exchange	chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan exchange	FALSE			
RD611F30B	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RD6243893	null	L-glycerate export	L-glycerate export	FALSE			
RD643AE0A	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD649A526	null	5-Methyltetrahydrofolate transport via receptor binding and protolysis	5-Methyltetrahydrofolate transport via receptor binding and protolysis	FALSE			
RD6720342	null	pentadecanoate exchange	pentadecanoate exchange	FALSE			
RD682E897	null	SPMTDe transport	SPMTDe transport	FALSE			
RD68ACAD3	null	Free diffusion	Free diffusion	FALSE			
RD6D7F4E8	null	Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.4	Concentrative Nucleoside Transporter (CNT) TCDB:2.A.41.2.4	FALSE			
RD6F7BF7B	null	L-Arginine exchange	L-Arginine exchange	FALSE			
RD6F86639	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD74DC553	null	excretion of C14:2-OH	excretion of C14:2-OH	FALSE			
RD7653D4D	null	phosphatidylglycerol (homo sapiens) exchange	phosphatidylglycerol (homo sapiens) exchange	FALSE			
RD76ABC06	null	Hypoxanthine exchange	Hypoxanthine exchange	FALSE			
RD78ABA9D	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RD799D920	null	heparan sulfate transport, golgi to extracellular	heparan sulfate transport, golgi to extracellular	FALSE			
RD7DFCEBD	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RD8300FF7	null	prostaglandin-f2beta exchange	prostaglandin-f2beta exchange	FALSE			
RD830CC8D	null	exchange reaction for hexanoate (n-C6:0)	exchange reaction for hexanoate (n-C6:0)	FALSE			
RD85E04CA	null	Prostaglandin E2 exchange	Prostaglandin E2 exchange	FALSE			
RD8A78557	null	transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	transport of Glutamine by y+LAT1 or y+LAT2 with co-transporter of h in small intestine and kidney	FALSE			
RD8AFDF0D	null	Urea transport via facilitate diffusion	Urea transport via facilitate diffusion	FALSE			
RD8EF06DC	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD924DA32	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RD9321B7A	null	testosterone glucuronide exchange	testosterone glucuronide exchange	FALSE			
RD9372FE2	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RD9625F4E	null	C101COASINK	C101COASINK	FALSE			
RD9877DF3	null	keratan sulfate II (core 4) transport, extracellular to lysosome	keratan sulfate II (core 4) transport, extracellular to lysosome	FALSE			
RD99290B6	null	Exchange of Flavin adenine dinucleotide oxidized	Exchange of Flavin adenine dinucleotide oxidized	FALSE			
RD9970BFE	null	24R,25-Dihydroxyvitamin D3 exchange	24R,25-Dihydroxyvitamin D3 exchange	FALSE			
RD997239A	null	exchange reaction for NO	exchange reaction for NO	FALSE			
RD9B1F3DB	null	Protein degradation	Protein degradation	FALSE			
RD9E0F506	null	fucosyl galactosylgloboside (homo sapiens) exchange	fucosyl galactosylgloboside (homo sapiens) exchange	FALSE			
RD9E19D6F	null	Histidine transport (Na, H coupled) and Transport of L-Histidine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.	Histidine transport (Na, H coupled) and Transport of L-Histidine into the cell coupled with co-transport with Sodium and counter transport with proton by SNAT5 transporter.	FALSE			
RD9EBA9BC	null	xenobiotic transport	xenobiotic transport	FALSE			
RDA0C8A0E	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RDA261D6A	null	Gamma-glutamyl hydrolase (5THF), extracellular	Gamma-glutamyl hydrolase (5THF), extracellular	FALSE			
RDA2714C0	null	Exchange of 3-Keto-beta-D-galactose	Exchange of 3-Keto-beta-D-galactose	FALSE			
RDA63D03F	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RDA811916	null	Exchange of 5-oxoprolinate	Exchange of 5-oxoprolinate	FALSE			
RDA9AA493	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RDAED1D1E	null	L-isoleucine transport via diffusion (extracellular to cytosol)	L-isoleucine transport via diffusion (extracellular to cytosol)	FALSE			
RDB04F3E2	null	L-glutamate secretion via secretory vesicle (ATP driven)	L-glutamate secretion via secretory vesicle (ATP driven)	FALSE			
RDB081186	null	Vesicular transport	Vesicular transport	FALSE			
RDB151931	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RDB40086A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RDB6F3A81	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDB7F6025	null	exchange reaction for Pyridoxamine	exchange reaction for Pyridoxamine	FALSE			
RDB8E1A97	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDBB4E396	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RDBD31FFD	null	chondroitin sulfate B transport, golgi to extracellular	chondroitin sulfate B transport, golgi to extracellular	FALSE			
RDBE64958	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RDC0E89C3	null	gamma-linolenic acid exchange	gamma-linolenic acid exchange	FALSE			
RDC1F5A83	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RDC8AEA66	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDCABD42E	null	Demand for folic aicd	Demand for folic aicd	FALSE			
RDCB9DA5E	null	omega hydroxy dodecanoate (n-C12:0) exchange	omega hydroxy dodecanoate (n-C12:0) exchange	FALSE			
RDCD293D3	null	L-carnitine outward transport (H+ antiport)	L-carnitine outward transport (H+ antiport)	FALSE			
RDCF8D3CE	null	4-aminobutyrate reversible transport in via proton symport	4-aminobutyrate reversible transport in via proton symport	FALSE			
RDCFAF9BF	null	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2	(5-Glutamyl)-peptide:amino-acid 5-glutamyltransferase Cyanoamino acid metabolism EC:2.3.2.2	FALSE			
RDD064326	null	phosphatidylglycerol transport	phosphatidylglycerol transport	FALSE			
RDD20EC5B	null	Exchange of CoproporphyrinogenI	Exchange of CoproporphyrinogenI	FALSE			
RDD2E1610	null	gq1b hs transport	gq1b hs transport	FALSE			
RDD407588	null	DM_HC00004_r	DM_HC00004_r	FALSE			
RDD545F65	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RDDB2DDC3	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDDEA5CC9	null	Sarcosine exchange	Sarcosine exchange	FALSE			
RDDF1A6A1	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RDDF5599D	null	keratan sulfate I transport, golgi to extracellular	keratan sulfate I transport, golgi to extracellular	FALSE			
RDDFE434C	null	L-glutamine/L-asparagine Na-dependent exchange (Gln-L in)	L-glutamine/L-asparagine Na-dependent exchange (Gln-L in)	FALSE			
RDE15C67B	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RDE4AC46D	null	DM Ser/Thr(ly)	DM Ser/Thr(ly)	FALSE			
RDE4F1369	null	L-alanine/L-asparagine Na-dependent exchange (Ala-L in)	L-alanine/L-asparagine Na-dependent exchange (Ala-L in)	FALSE			
RDE506ABA	null	keratan sulfate I exchange	keratan sulfate I exchange	FALSE			
RDE7A580	null	4-aminobutyrate reversible transport in via sodium symport (1:2)	4-aminobutyrate reversible transport in via sodium symport (1:2)	FALSE			
RDEB428A9	null	Lactose 6-phosphate galactohydrolase Galactose metabolism EC:3.2.1.23	Lactose 6-phosphate galactohydrolase Galactose metabolism EC:3.2.1.23	FALSE			
RDF016B5E	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RDF021F76	null	Exchange of glycerone	Exchange of glycerone	FALSE			
RDF0F0313	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDF23462	null	5-L-Glutamyl-L-alanine exchange	5-L-Glutamyl-L-alanine exchange	FALSE			
RDF4D05D3	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RDF61EBFC	null	xenobiotic transport	xenobiotic transport	FALSE			
RDF62667C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDF7FCC15	null	exchange reaction for D-Galactose	exchange reaction for D-Galactose	FALSE			
RDFA27C7	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RDFA5258B	null	phytanic acid exchange	phytanic acid exchange	FALSE			
RDFAB94A0	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDFD10CED	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RDFD94E32	null	monoacylglycerol 2 transport	monoacylglycerol 2 transport	FALSE			
RDFEF0D5E	null	lipase, extracellular	lipase, extracellular	FALSE			
RE0055CA5	null	leukotriene D4 transport	leukotriene D4 transport	FALSE			
RE00C59F8	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE022EDC3	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RE0507D2C	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE0519B2A	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RE08E6C5B	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RE0C0F06B	null	transport of L-Arginine into the intestinal cells by ATB0 transporter	transport of L-Arginine into the intestinal cells by ATB0 transporter	FALSE			
RE0DD88BA	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE0EC118E	null	exchange reaction for 3-hydroxyoctadecadienoyl carnitine	exchange reaction for 3-hydroxyoctadecadienoyl carnitine	FALSE			
RE1158608	null	exchange reaction for docosanedioic acid	exchange reaction for docosanedioic acid	FALSE			
RE12381F7	null	alpha-fucosidase, extracellular	alpha-fucosidase, extracellular	FALSE			
RE1599536	null	Utilized transport	Utilized transport	FALSE			
RE15CC30A	null	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange	(Gal)3 (Glc)1 (GlcNAc)1 (LFuc)2 (Cer)1 exchange	FALSE			
RE15DAE92	null	Digalactosylceramidesulfate exchange	Digalactosylceramidesulfate exchange	FALSE			
RE17A6835	null	D-3-amino-isobutyrate transport	D-3-amino-isobutyrate transport	FALSE			
RE199B9AC	null	hydroxylated estrogen derivative transport	hydroxylated estrogen derivative transport	FALSE			
RE1A1A009	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE1AC3A93	null	fatty acid transport via diffusion	fatty acid transport via diffusion	FALSE			
RE1B59CAC	null	Na+-K+-Cl- cotransport (NH4+)	Na+-K+-Cl- cotransport (NH4+)	FALSE			
RE1D6C5C1	null	exchange reaction for decenoyl carnitine	exchange reaction for decenoyl carnitine	FALSE			
RE1E5BF1F	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE1F3E44	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE205BC22	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.14	FALSE			
RE21AFC56	null	Transport of N-carbamoyl-L-aspartate	Transport of N-carbamoyl-L-aspartate	FALSE			
RE21EB455	null	Major Facilitator(MFS) TCDB:2.A.1.13.1	Major Facilitator(MFS) TCDB:2.A.1.13.1	FALSE			
RE2410B02	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
RE24240DD	null	blood group intracellular transport	blood group intracellular transport	FALSE			
RE2438126	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RE263BF0A	null	transport of 3-hydroxy butyryl carnitine into extra cellular space	transport of 3-hydroxy butyryl carnitine into extra cellular space	FALSE			
RE2734FB3	null	2,4 dihydroxy nitrophenol exchange	2,4 dihydroxy nitrophenol exchange	FALSE			
RE27909C6	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.1	FALSE			
RE293E67A	null	transport of decenoyl carnitine into extra cellular space	transport of decenoyl carnitine into extra cellular space	FALSE			
RE2ADB68F	null	Exchange of 3-(4-hydroxyphenyl)pyruvate	Exchange of 3-(4-hydroxyphenyl)pyruvate	FALSE			
RE2B182E7	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.2	FALSE			
RE2B9C25B	null	gamma-glutamylcyclotransferase	gamma-glutamylcyclotransferase	FALSE			
RE2E33208	null	OCTDECECOASINK	OCTDECECOASINK	FALSE			
RE2F7F455	null	transport of 3-hydroxyoctadecadienoyl carnitine into extra cellular space	transport of 3-hydroxyoctadecadienoyl carnitine into extra cellular space	FALSE			
RE3250818	null	exchange reaction for hexanoyl carnitine	exchange reaction for hexanoyl carnitine	FALSE			
RE34F2FC9	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE35861CF	null	Y+LAT2 Utilized transport	Y+LAT2 Utilized transport	FALSE			
RE365D34	null	exchange reaction for decadienoyl carnitine	exchange reaction for decadienoyl carnitine	FALSE			
RE36A32D3	null	hexaglutamyl folate (THF) exchange	hexaglutamyl folate (THF) exchange	FALSE			
RE370BBA	null	exchange reaction for 3-hydroxy trans7,10-hexadecadienoyl carnitine	exchange reaction for 3-hydroxy trans7,10-hexadecadienoyl carnitine	FALSE			
RE37287ED	null	phosphate transport in/out via Na+ symporter	phosphate transport in/out via Na+ symporter	FALSE			
RE37B9506	null	Transport of 3-methyl-2-oxobutanoate	Transport of 3-methyl-2-oxobutanoate	FALSE			
RE3ACA71B	null	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	Amino Acid-Polyamine-Organocation (APC) TCDB:2.A.3.8.15	FALSE			
RE3CECBB9	null	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	Resistance-Nodulation-Cell Division (RND) TCDB:2.A.60.1.5	FALSE			
RE3FC02F3	null	exchange reaction for Hexadecanedioic acid mono-L-carnitine ester	exchange reaction for Hexadecanedioic acid mono-L-carnitine ester	FALSE			
RE400D2DF	null	prostaglandin-f1alpha exchange	prostaglandin-f1alpha exchange	FALSE			
RE4222A73	null	25-hydroxyvitamin D3 transport from cytoplasm	25-hydroxyvitamin D3 transport from cytoplasm	FALSE			
RE44367C1	null	Tyramine O-sulfate transport (diffusion)	Tyramine O-sulfate transport (diffusion)	FALSE			
RE44E88C7	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
RE452DBAE	null	Naphthalene exchange	Naphthalene exchange	FALSE			
RE47D2287	null	exchange reaction for Thiamin	exchange reaction for Thiamin	FALSE			
RE497C975	null	Taurocholic acid exchange	Taurocholic acid exchange	FALSE			
RE4CE8B4D	null	Organic anion transporter 5 Utilized transport	Organic anion transporter 5 Utilized transport	FALSE			
RE4DF266B	null	GP1c alpha (homo sapiens) exchange	GP1c alpha (homo sapiens) exchange	FALSE			
RE4E5BC89	null	sialyl (2,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange	sialyl (2,3) sialyl (2,6) galactosylgloboside (homo sapiens) exchange	FALSE			
